CVE,Vendor,Product,Name,Added,Description,Action,Due,RansomwareCampaign,Notes,CVSS2,CVSS3x,EPSS,Percentile,KEVPercentile
CVE-2023-27532,Veeam,Backup & Replication,Veeam Backup & Replication Cloud Connect Missing Authentication for Critical Function Vulnerability,8/22/2023,Veeam Backup & Replication Cloud Connect component contains a missing authentication for critical function vulnerability that allows an unauthenticated user operating within the backup infrastructure network perimeter to obtain encrypted credentials stored in the configuration database. This may lead to an attacker gaining access to the backup infrastructure hosts.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,9/12/2023,Known,https://www.veeam.com/kb4424,,7.5,0.01323,0.84575,0.59104
CVE-2023-38831,RARLAB,WinRAR,RARLAB WinRAR Code Execution Vulnerability,8/24/2023,RARLAB WinRAR contains an unspecified vulnerability that allows an attacker to execute code when a user attempts to view a benign file within a ZIP archive.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,9/14/2023,Unknown,http://www.win-rar.com/singlenewsview.html?&L=0&tx_ttnews%5Btt_news%5D=232&cHash=c5bf79590657e32554c6683296a8e8aa,,7.8,0.28864,0.96443,0.71910
CVE-2023-32315,Ignite Realtime,Openfire,Ignite Realtime Openfire Path Traversal Vulnerability,8/24/2023,Ignite Realtime Openfire contains a path traversal vulnerability that allows an unauthenticated attacker to access restricted pages in the Openfire Admin Console reserved for administrative users.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,9/14/2023,Unknown,https://www.igniterealtime.org/downloads/#openfire,,7.5,0.96352,0.99451,1.00000
CVE-2023-33246,Apache,RocketMQ,Apache RocketMQ Command Execution Vulnerability,9/6/2023,"Several components of Apache RocketMQ, including NameServer, Broker, and Controller, are exposed to the extranet and lack permission verification. An attacker can exploit this vulnerability by using the update configuration function to execute commands as the system users that RocketMQ is running as or achieve the same effect by forging the RocketMQ protocol content.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,9/27/2023,Unknown,https://lists.apache.org/thread/1s8j2c8kogthtpv3060yddk03zq0pxyp,,9.8,0.97122,0.99749,1.00000
CVE-2023-41064,Apple,"iOS, iPadOS, and macOS","Apple iOS, iPadOS, and macOS ImageIO Buffer Overflow Vulnerability",9/11/2023,"Apple iOS, iPadOS, and macOS contain a buffer overflow vulnerability in ImageIO when processing a maliciously crafted image, which may lead to code execution. This vulnerability was chained with CVE-2023-41061.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,10/2/2023,Unknown,"https://support.apple.com/en-us/HT213905, https://support.apple.com/en-us/HT213906",,7.8,0.00330,0.68056,0.56546
CVE-2023-41061,Apple,"iOS, iPadOS, and watchOS","Apple iOS, iPadOS, and watchOS Wallet Code Execution Vulnerability",9/11/2023,"Apple iOS, iPadOS, and watchOS contain an unspecified vulnerability due to a validation issue affecting Wallet in which a maliciously crafted attachment may result in code execution. This vulnerability was chained with CVE-2023-41064.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,10/2/2023,Unknown,"https://support.apple.com/en-us/HT213905, https://support.apple.com/kb/HT213907",,7.8,0.00070,0.28894,0.50145
CVE-2023-36761,Microsoft,Word,Microsoft Word Information Disclosure Vulnerability,9/12/2023,Microsoft Word contains an unspecified vulnerability that allows for information disclosure.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,10/3/2023,Unknown,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36761,,5.3,0.58159,0.97433,0.92409
CVE-2023-36802,Microsoft,Streaming Service Proxy,Microsoft Streaming Service Proxy Privilege Escalation Vulnerability,9/12/2023,Microsoft Streaming Service Proxy contains an unspecified vulnerability that allows for privilege escalation.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,10/3/2023,Unknown,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36802,,7.8,0.00054,0.20354,0.48380
CVE-2023-35674,Android,Framework,Android Framework Privilege Escalation Vulnerability,9/13/2023,Android Framework contains an unspecified vulnerability that allows for privilege escalation.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,10/4/2023,Unknown,https://source.android.com/docs/security/bulletin/2023-09-01,,7.8,0.00064,0.26450,0.49561
CVE-2023-20269,Cisco,Adaptive Security Appliance and Firepower Threat Defense,Cisco Adaptive Security Appliance and Firepower Threat Defense Unauthorized Access Vulnerability,9/13/2023,"Cisco Adaptive Security Appliance and Firepower Threat Defense contain an unauthorized access vulnerability that could allow an unauthenticated, remote attacker to conduct a brute force attack in an attempt to identify valid username and password combinations or establish a clientless SSL VPN session with an unauthorized user.",Apply mitigations per vendor instructions for group-lock and vpn-simultaneous-logins or discontinue use of the product for unsupported devices.,10/4/2023,Known,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-asaftd-ravpn-auth-8LyfCkeC,,9.1,0.02588,0.89210,0.61153
CVE-2023-4863,Google,Chromium WebP,Google Chromium WebP Heap-Based Buffer Overflow Vulnerability,9/13/2023,Google Chromium WebP contains a heap-based buffer overflow vulnerability that allows a remote attacker to perform an out-of-bounds memory write via a crafted HTML page. This vulnerability can affect applications that use the WebP Codec.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,10/4/2023,Unknown,https://chromereleases.googleblog.com/2023/09/stable-channel-update-for-desktop_11.html?m=1,,8.8,0.38328,0.96885,0.75731
CVE-2023-26369,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Out-of-Bounds Write Vulnerability,9/14/2023,Adobe Acrobat and Reader contains an out-of-bounds write vulnerability that allows for code execution.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,10/5/2023,Unknown,https://helpx.adobe.com/security/products/acrobat/apsb23-34.html,,7.8,0.02611,0.89255,0.61168
CVE-2022-22265,Samsung,Mobile Devices,Samsung Mobile Devices Use-After-Free Vulnerability,9/18/2023,Samsung devices with selected Exynos chipsets contain a use-after-free vulnerability that allows malicious memory write and code execution.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,10/9/2023,Unknown,https://security.samsungmobile.com/securityUpdate.smsb?year=2022&month=1,4.6,7.8,0.00069,0.28611,0.50013
CVE-2014-8361,Realtek,SDK,Realtek SDK Improper Input Validation Vulnerability,9/18/2023,Realtek SDK contains an improper input validation vulnerability in the miniigd SOAP service that allows remote attackers to execute malicious code via a crafted NewInternalClient request.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,10/9/2023,Unknown,https://web.archive.org/web/20150831100501/http://securityadvisories.dlink.com/security/publication.aspx?name=SAP10055,10,,0.96933,0.99664,1.00000
CVE-2017-6884,Zyxel,EMG2926 Routers,Zyxel EMG2926 Routers Command Injection Vulnerability,9/18/2023,"Zyxel EMG2926 routers contain a command injection vulnerability located in the diagnostic tools, specifically the nslookup function. A malicious user may exploit numerous vectors to execute malicious commands on the router, such as the ping_ip parameter to the expert/maintenance/diagnostic/nslookup URI.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,10/9/2023,Unknown,"https://www.zyxel.com/global/en/support/security-advisories/zyxel-security-advisory-for-command-injection-vulnerability-in-emg2926-q10a-ethernet-cpe, https://www.zyxelguard.com/Zyxel-EOL.asp",9,8.8,0.97378,0.99896,1.00000
CVE-2021-3129,Laravel,Ignition,Laravel Ignition File Upload Vulnerability,9/18/2023,Laravel Ignition contains a file upload vulnerability that allows unauthenticated remote attackers to execute malicious code due to insecure usage of file_get_contents() and file_put_contents().,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,10/9/2023,Unknown,https://github.com/facade/ignition/releases/tag/2.5.2,7.5,9.8,0.97479,0.99964,1.00000
CVE-2023-28434,MinIO,MinIO,MinIO Security Feature Bypass Vulnerability,9/19/2023,"MinIO contains a security feature bypass vulnerability that allows an attacker to use crafted requests to bypass metadata bucket name checking and put an object into any bucket while processing `PostPolicyBucket` to conduct privilege escalation. To carry out this attack, the attacker requires credentials with `arn:aws:s3:::*` permission, as well as enabled Console API access.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,10/10/2023,Unknown,https://github.com/minio/minio/security/advisories/GHSA-2pxw-r47w-4p8c,,8.8,0.03426,0.90552,0.61841
CVE-2023-41179,Trend Micro,Apex One and Worry-Free Business Security,Trend Micro Apex One and Worry-Free Business Security Remote Code Execution Vulnerability,9/21/2023,Trend Micro Apex One and Worry-Free Business Security contain an unspecified vulnerability in the third-party anti-virus uninstaller that could allow an attacker to manipulate the module to conduct remote code execution. An attacker must first obtain administrative console access on the target system in order to exploit this vulnerability.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,10/12/2023,Unknown,https://success.trendmicro.com/dcx/s/solution/000294994?language=en_US,,7.2,0.00823,0.80050,0.58321
CVE-2023-41991,Apple,Multiple Products,Apple Multiple Products Improper Certificate Validation Vulnerability,9/25/2023,"Apple iOS, iPadOS, macOS, and watchOS contain an improper certificate validation vulnerability that can allow a malicious app to bypass signature validation.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,10/16/2023,Unknown,"https://support.apple.com/en-us/HT213926, https://support.apple.com/en-us/HT213927, https://support.apple.com/en-us/HT213928, https://support.apple.com/en-us/HT213929, https://support.apple.com/en-us/HT213931",,5.5,0.01619,0.86133,0.59409
CVE-2023-41992,Apple,Multiple Products,Apple Multiple Products Kernel Privilege Escalation Vulnerability,9/25/2023,"Apple iOS, iPadOS, macOS, and watchOS contain an unspecified vulnerability that allows for local privilege escalation.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,10/16/2023,Unknown,"https://support.apple.com/en-us/HT213926, https://support.apple.com/en-us/HT213927, https://support.apple.com/en-us/HT213928, https://support.apple.com/en-us/HT213929, https://support.apple.com/en-us/HT213931, https://support.apple.com/en-us/HT213932",,7.8,0.00062,0.24610,0.49190
CVE-2023-41993,Apple,Multiple Products,Apple Multiple Products WebKit Code Execution Vulnerability,9/25/2023,"Apple iOS, iPadOS, macOS, and Safari WebKit contain an unspecified vulnerability that can allow an attacker to execute code when processing web content.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,10/16/2023,Unknown,"https://support.apple.com/en-us/HT213926, https://support.apple.com/en-us/HT213927, https://support.apple.com/en-us/HT213930",,9.8,0.00088,0.37009,0.51886
CVE-2018-14667,Red Hat,JBoss RichFaces Framework,Red Hat JBoss RichFaces Framework Expression Language Injection Vulnerability,9/28/2023,"Red Hat JBoss RichFaces Framework contains an expression language injection vulnerability via the UserResource resource. A remote, unauthenticated attacker could exploit this vulnerability to execute malicious code using a chain of Java serialized objects via org.ajax4jsf.resource.UserResource$UriData.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,10/19/2023,Unknown,https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2018-14667,7.5,9.8,0.82093,0.98117,1.00000
CVE-2023-5217,Google,Chrome libvpx,Google Chrome libvpx Heap Buffer Overflow Vulnerability,10/2/2023,Google Chrome libvpx contains a heap buffer overflow vulnerability in vp8 encoding that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,10/23/2023,Unknown,https://chromereleases.googleblog.com/2023/09/stable-channel-update-for-desktop_27.html,,8.8,0.20991,0.95981,0.69269
